	V5	V2	V3	V4	SC_NH4_GAL_20181023	SC_NH4_GLU_20180827	SC_UREA_GLU_20180911	YNB_NH4_GLU_20180713	YNB_NH4_GLU_20180731	YNB_NH4_GLU_20180807	YNB_UREA_GLU_20180724	V1	Size	InData	FracInData
118	complex118	Benschop2010	YDR498C; YGL098W; YGL145W; YKL196C; YLR268W; YLR440C; YNL258C; YOR075W	SEC20; USE1; TIP20; YKT6; SEC22; SEC39; DSL1; UFE1	-0.453635	-0.530818	NaN	-0.521053	-0.12237	-0.80278	0.331644	ER SNARE Use1	8	1	0.125
126	complex126	Benschop2010	YDR211W; YER025W; YGR083C; YJR007W; YKR026C; YLR215C; YLR291C; YOR260W; YPL237W	GCD6; GCD11; GCD2; SUI2; GCN3; CDC123; GCD7; GCD1; SUI3	-2.181175	-0.423016	-1.681697	-1.869495	-1.604883	NaN	-1.155626	eukaryotic translation initiation factor 2B complex	9	1	0.111111111
576	complex576	Baryshnikova2010	YBL026W; YBR055C; YBR152W; YDL098C; YDR378C; YDR473C; YEL026W; YER029C; YER112W; YER146W; YER172C; YFL017W-A; YGR006W; YGR074W; YGR075C; YGR091W; YHR165C; YJR022W; YKL173W; YLR147C; YLR275W; YLR438C-A; YNL147W; YOR159C; YOR308C; YPR082C; YPR178W; YPR182W	LSM2; PRP6; SPP381; SNU23; LSM6; PRP3; SNU13; SMB1; LSM4; LSM5; BRR2; SMX2; PRP18; SMD1; PRP38; PRP31; PRP8; LSM8; SNU114; SMD3; SMD2; LSM3; LSM7; SME1; SNU66; DIB1; PRP4; SMX3	-1.696046	-0.581263	-0.509726	-0.052374	-0.378577333	-0.293090667	-0.801626333	U4/U6 x U5 tri-snRNP complex	28	3	0.107142857
3	complex3	Benschop2010	YBL004W; YBR247C; YCL059C; YCR057C; YDL014W; YDL148C; YDR064W; YDR299W; YDR324C; YDR398W; YDR449C; YEL055C; YER082C; YER127W; YGL171W; YGR090W; YGR128C; YGR145W; YHR148W; YHR196W; YJL069C; YJL109C; YJR002W; YJR145C; YKR060W; YLL011W; YLR003C; YLR129W; YLR186W; YLR197W; YLR222C; YLR409C; YMR093W; YMR128W; YNL075W; YNL132W; YOL010W; YOR078W; YOR096W; YOR145C; YOR310C; YPL012W; YPL126W; YPL217C; YPL266W; YPR112C; YPR137W; YPR144C	UTP20; ENP1; KRR1; PWP2; NOP1; NOP14; RPS13; BFR2; UTP4; UTP5; UTP6; POL5; UTP7; LCP5; ROK1; UTP22; UTP8; ENP2; IMP3; UTP9; UTP18; UTP10; MPP10; RPS4A; UTP30; SOF1; CMS1; DIP2; EMG1; NOP56; UTP13; UTP21; UTP15; ECM16; IMP4; KRE33; RCL1; BUD21; RPS7A; PNO1; NOP58; RRP12; NAN1; BMS1; DIM1; MRD1; RRP9; NOC4	-0.387119667	-0.618304667	0.000340333	0.524311667	0.3698242	0.3090372	-0.3726036	90S preribosome	48	5	0.104166667
560	complex560	Baryshnikova2010	YBR081C; YBR198C; YCR042C; YDR145W; YDR167W; YDR176W; YDR392W; YDR448W; YER148W; YGL112C; YGR252W; YGR274C; YML015C; YML098W; YML114C; YMR005W; YMR227C; YMR236W; YOL148C; YPL011C; YPL129W	SPT7; TAF5; TAF2; TAF12; TAF10; NGG1; SPT3; ADA2; SPT15; TAF6; GCN5; TAF1; TAF11; TAF13; TAF8; TAF4; TAF7; TAF9; SPT20; TAF3; TAF14	-1.3034965	0.3902355	0.278268	-3.447698	-2.480368	-3.501644	-2.012295	transcription factor TFIID complex	21	2	0.095238095
577	complex577	Baryshnikova2010	YBL074C; YDR243C; YER029C; YER172C; YFL017W-A; YGR074W; YHR156C; YHR165C; YKL173W; YLR147C; YLR275W; YOR159C; YPR082C; YPR182W	AAR2; PRP28; SMB1; BRR2; SMX2; SMD1; LIN1; PRP8; SNU114; SMD3; SMD2; SME1; DIB1; SMX3	-0.103066	-0.066417	-0.174356	0.347621	-0.030058	-0.076931	0.506836	U5 snRNP complex	14	1	0.071428571
595	complex595	BJV curation	YBL041W; YER012W; YER094C; YFR050C; YGL011C; YGR135W; YGR253C; YJL001W; YML092C; YMR314W; YOL038W; YOR157C; YOR362C; YPR103W	PRE7; PRE1; PUP3; PRE4; SCL1; PRE9; PUP2; PRE3; PRE8; PRE5; PRE6; PUP1; PRE10; PRE2	-1.428389	1.78852	0.360713	1.084548	0.785895	1.168206	0.254582	20S proteasome core particle	14	1	0.071428571
76	complex76	Benschop2010	YAL043C; YDR195W; YDR301W; YER133W; YGR156W; YJR093C; YKL018W; YKL059C; YKR002W; YLR115W; YLR277C; YMR061W; YNL222W; YNL317W; YOR179C; YPR107C	PTA1; REF2; CFT1; GLC7; PTI1; FIP1; SWD2; MPE1; PAP1; CFT2; YSH1; RNA14; SSU72; PFS2; SYC1; YTH1	NaN	NaN	NaN	0.11188	-0.144662	0.111731	0.170633	CPF complex	16	1	0.0625
575	complex575	Baryshnikova2010	YDL030W; YDL043C; YER029C; YFL017W-A; YGR074W; YIR005W; YIR009W; YJL203W; YLR147C; YLR275W; YML049C; YMR240C; YMR288W; YNL286W; YOR159C; YOR319W; YPL213W; YPR182W	PRP9; PRP11; SMB1; SMX2; SMD1; IST3; MSL1; PRP21; SMD3; SMD2; RSE1; CUS1; HSH155; CUS2; SME1; HSH49; LEA1; SMX3	-1.02544	1.53797	-1.784772	NaN	0.270874	0.834884	0.011261	U2 snRNP complex	18	1	0.055555556
286	complex286	Benschop2010	YBR142W; YCL054W; YDL031W; YDR087C; YDR496C; YER006W; YFL002C; YGL111W; YGR103W; YHR052W; YHR088W; YKL009W; YKL172W; YKR081C; YLL008W; YLL034C; YLR002C; YLR449W; YMR049C; YMR229C; YMR290C; YNL002C; YNL061W; YNL110C; YOL077C; YOR206W; YOR272W; YPL093W; YPL211W; YPR016C	MAK5; SPB1; DBP10; RRP1; PUF6; NUG1; SPB4; NSA1; NOP7; CIC1; RPF1; MRT4; EBP2; RPF2; DRS1; RIX7; NOC3; FPR4; ERB1; RRP5; HAS1; RLP7; NOP2; NOP15; BRX1; NOC2; YTM1; NOG1; NIP7; TIF6	2.765152	1.279243	0.574972	1.542907	1.035005	1.26564	0.58662	"preribosome, large subunit precursor"	30	1	0.033333333
73	complex73	Benschop2010	YDL208W; YHR072W-A; YHR089C; YLR175W; YNL308C	NHP2; NOP10; GAR1; CBF5; KRI1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	core H-ACA snoRNP	5	0	0
89	complex89	Baryshnikova2010	YBR233W-A; YDR016C; YDR201W; YDR320C-A; YGL061C; YGR113W; YKL052C; YKL138C-A; YKR037C; YKR083C	DAD3; DAD1; SPC19; DAD4; DUO1; DAM1; ASK1; HSK3; SPC34; DAD2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	DASH complex	10	0	0
102	complex102	Baryshnikova2010	YBR154C; YDL150W; YDR045C; YHR143W-A; YIL021W; YJL011C; YKL144C; YKR025W; YNL113W; YNL151C; YNR003C; YOR116C; YOR207C; YOR210W; YOR224C; YPR110C; YPR187W; YPR190C	RPB5; RPC53; RPC11; RPC10; RPB3; RPC17; RPC25; RPC37; RPC19; RPC31; RPC34; RPO31; RET1; RPB10; RPB8; RPC40; RPO26; RPC82	NaN	NaN	NaN	NaN	NaN	NaN	NaN	DNA-directed RNA polymerase III complex	18	0	0
130	complex130	Benschop2010	YBR102C; YDR166C; YER008C; YGL233W; YIL068C; YJL085W; YLR166C; YPR055W	EXO84; SEC5; SEC3; SEC15; SEC6; EXO70; SEC10; SEC8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	exocyst	8	0	0
146	complex146	Benschop2010	YDR437W; YGR216C; YNL038W; YPL076W; YPL096C-A; YPL175W	GPI19; GPI1; GPI15; GPI2; ERI1; SPT14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex (GO)	6	0	0
148	complex148	Baryshnikova2010	YDR331W; YDR434W; YHR188C; YLR088W; YLR459W	GPI8; GPI17; GPI16; GAA1; GAB1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GPI-anchor transamidase complex	5	0	0
187	complex187	Benschop2010	YBL023C; YBR202W; YEL032W; YGL201C; YLR274W; YPR019W	MCM2; MCM7; MCM3; MCM6; MCM5; MCM4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	MCM complex (GO)	6	0	0
224	complex224	Baryshnikova2010	YAL043C; YDR228C; YDR301W; YGL044C; YLR115W; YLR277C; YMR061W; YOL123W; YOR250C	PTA1; PCF11; CFT1; RNA15; CFT2; YSH1; RNA14; HRP1; CLP1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	mRNA cleavage factor complex	9	0	0
228	complex228	Baryshnikova2010	YER025W; YJR007W; YMR146C; YMR309C; YNL244C; YOR361C; YPL237W; YPR041W	GCD11; SUI2; TIF34; NIP1; SUI1; PRT1; SUI3; TIF5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	multi-eIF complex	8	0	0
251	complex251	Benschop2010	YBL097W; YDR325W; YFR031C; YLR086W; YLR272C	BRN1; YCG1; SMC2; SMC4; YCS4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	nuclear condensin complex	5	0	0
256	complex256	Baryshnikova2010	YAL033W; YBL018C; YBR167C; YBR257W; YGR030C; YHR062C; YIR015W; YNL221C; YNL282W	POP5; POP8; POP7; POP4; POP6; RPP1; RPR2; POP1; POP3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	nucleolar ribonuclease P complex	9	0	0
266	complex266	Benschop2010	YBR060C; YHR118C; YLL004W; YML065W; YNL261W; YPR162C	ORC2; ORC6; ORC3; ORC1; ORC5; ORC4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	origin recognition complex	6	0	0
283	complex283	Baryshnikova2010	YBL023C; YBR060C; YDL017W; YDR052C; YJL194W; YLL004W; YLR103C	MCM2; ORC2; CDC7; DBF4; CDC6; ORC3; CDC45	NaN	NaN	NaN	NaN	NaN	NaN	NaN	pre-IC	7	0	0
475	complex475	Baryshnikova2010	YAL033W; YBL018C; YBR167C; YBR257W; YDR478W; YGR030C; YHR062C; YLR145W; YNL221C; YNL282W	POP5; POP8; POP7; POP4; SNM1; POP6; RPP1; RMP1; POP1; POP3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ribonuclease MRP complex	10	0	0
485	complex485	Benschop2010	YBL014C; YER148W; YJL025W; YKL125W; YML043C	RRN6; SPT15; RRN7; RRN3; RRN11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	RNA polymerase I transcription factor complex (GO)	5	0	0
503	complex503	Baryshnikova2010	YDL132W; YDR054C; YDR328C; YFL009W; YOR057W	CDC53; CDC34; SKP1; CDC4; SGT1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	SCF-CDC4 complex	5	0	0
509	complex509	Baryshnikova2010	YML049C; YMR240C; YMR288W; YNL138W-A; YOR319W; YPR094W	RSE1; CUS1; HSH155; YSF3; HSH49; RDS3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	SF3b complex	6	0	0
526	complex526	Baryshnikova2010	YDL105W; YDR288W; YEL019C; YER038C; YLR007W; YLR383W; YML023C; YOL034W	NSE4; NSE3; MMS21; KRE29; NSE1; SMC6; NSE5; SMC5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	smc5p-Smc6p complex	8	0	0
532	complex532	Baryshnikova2010	YAL047C; YBR109C; YDR356W; YKL042W; YNL225C; YOR373W; YPL124W	SPC72; CMD1; SPC110; SPC42; CNM67; NUD1; SPC29	NaN	NaN	NaN	NaN	NaN	NaN	NaN	SPB components	7	0	0
562	complex562	Baryshnikova2010	YDL108W; YDR079C-A; YDR311W; YDR460W; YER171W; YIL143C; YLR005W; YPL122C; YPR025C; YPR056W	KIN28; TFB5; TFB1; TFB3; RAD3; SSL2; SSL1; TFB2; CCL1; TFB4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	transcription factor TFIIH complex	10	0	0
